order_id,customer_state,delivery_time,review_score
a6aeb116d2cb5013eb8a94585b71ffef,SP,3,5
fa516182d28f96f5f5c651026b0749ee,SP,6,5
6abaad69b8b349c3a529b4b91ce18e46,SP,9,4
bd4bd0194d6d29f83b8557d4b89b572a,SP,9,5
6d25592267349b322799e2beb687871e,SP,2,4
b8801cccd8068de30112e4f49903d74a,SP,2,3
6b860b35691d486e45dc98e3514ec5f6,SP,11,5
cadbb3657dac2dbbd5b84b12e7b78aad,SP,17,4
9defaf92cff22420e4e8ef7784815a55,SP,10,5
0e782c3705510e717d28907746cbda82,SP,3,4
f169bd689fb8b32ccd62df9050aebc0b,SP,7,5
41bb5cee06dbf170878a9ef93ac7e7f5,SP,4,5
6a0a8bfbbe700284feb0845d95e0867f,RJ,36,1
f7959f8385f34c4f645327465a1c9fc4,SP,10,5
e3447938231fb6ba2fee0231b51eca59,SP,2,5
e346cd9299371b18c0b28e8e29a5e376,SP,6,5
a5474c0071dd5d1074e12d417078bbd0,SP,3,5
66d03fb3c4b0f80b5db04ef9c260336d,SP,9,4
af5b0604e113e1526593d505a26ef39d,SP,3,1
9d531c565e28c3e0d756192f84d8731f,RJ,56,1
4da3bd761ca73d692ae0f5c252495546,RJ,1,5
c75acba615d2db29345327974641467d,RJ,6,5
210e60465099814a1d2c7635e4065153,RJ,12,4
8fc207e94fa91a7649c5a5dab690272a,RJ,54,3
1c35ac660d7ef6691b25d20df3d6eccb,SP,1,5
01a75ac3dd000b7628a684be97c29234,RJ,15,1
ee0c5c649e17808bc4a363d3a80ebf85,RJ,21,4
f2fa3795760c35b8c05fa8e2f09d5143,SP,6,3
3923e3ade70348985bd2ca389905cf19,SP,11,4
e37797aedc7cd4ef82278fbc169eecaf,SP,5,5
b01875821b8dcb6abc61776f0f971bce,RJ,6,4
5164933efe0cd14f31424b9badf81f19,SP,1,1
06a6627d9cc91a04e9d146bf65fee0a2,SP,5,4
01855f880aae9a984c7c33b26fcf2e02,SP,5,5
65312c6e4ce03c0fb633a4ac541949d8,RJ,11,5
b16cec67cb3f5a4bb31abe8988b43d19,RJ,3,5
e6190dea235662449d160357e46eaec8,SP,6,5
89165e6d4c28047da0adf13ac8b3e1b3,SP,8,5
f376081d7c5f1767fbc7fae2d19ca32e,SP,2,5
e9ce52cd563d0124dced659e69eab10a,SP,7,5
9344ccd01ff5fa7ec2aef0ee7e1c49c3,SP,8,5
f4471dae8c482f51aa1826cd9f5d4433,SP,6,1
9885fff91f7c807525f8320e5292a3db,SP,14,5
90349f264a3d6a2525a34598d09dda6b,SP,4,5
95cf9f239f724799131f7ca949209bd9,SP,5,5
1d067305b599c1e0dceb3864056ea527,SP,23,5
af66c46c49bdb3bf2f862efb1eb67d81,SP,8,5
14e6e050a57912543937e93051cc7b2c,SP,3,4
e69e2290db6b2d3b7593a40112e1a82a,SP,4,5
c8627adf430caff83161acbeb344d8f5,SP,5,5
a7cd6af6e0519313887b3c3a120f20ca,SP,6,5
663830a477534735bbdec9de01113fa2,SP,8,5
0dad6beca7ed0e352668498c29089900,SP,10,5
93ec3e2c9a4beee38c28973d307093e1,SP,8,1
5561adcb0fd46da4cad3048fa4e7fc00,SP,2,5
6245ae0abd9de1ae647b5da78c0ea69b,SP,5,3
ce9feeba53c652dd6569cca62e2bb287,SP,5,2
36ebb4199031e72a1fa964549b88c377,SP,12,5
58ac1947c1a9067b9f416cba6d844a3f,SP,8,5
ba4ddff2b9082f079de9a84d7a5605fd,SP,2,5
75351e48296ef42211a0b80c427aae57,SP,19,4
5487a8ac1699754d975f853ce8bb9321,SP,10,3
b6b3633f97c686d8e188ac6fa29ff20d,SP,10,2
37e32b54f25d2472acbc642f7e539a36,RJ,9,5
43d88b0e949865904334dd5b3ca63f50,SP,4,4
5e99f3c445038a0709b2aea8e34ed593,SP,8,4
6fa204b6cf6dcfe6c9adca7dc53aa32a,SP,3,5
58d4c4747ee059eeeb865b349b41f53a,SP,4,5
287c56aa824d8d1ea40246ad12013f62,SP,6,5
f26f92a3da58e9c771820a7b4d9a6800,SP,8,5
37d6c8f1b209eab8d1b6522a1a3e4d88,SP,7,5
412fccb2b44a99b36714bca3fef8ad7b,SP,1,5
67b47f35ec923e39f1203f3cfa80f5e3,SP,5,4
b616f638cd86d92c7cbd06cf7484ee34,SP,13,4
f90202d14e468090464aeb4b1f0372ab,SP,15,5
52f166ce5fa053bbb27d317e4fd231b7,SP,7,5
9ceb8ab5165cefecdddb546cb5a6362b,RJ,12,4
95a74a28d622001aafb5dd088ea0d88c,SP,12,5
d493148aa5f8d08914d29ec0524e1196,SP,14,5
cbec453ddd874ca620b8afc6393e3218,SP,8,4
b88d7ae9bd78eac18e8b6ceb04695fb8,RJ,9,5
c82a457d646f77c8f151e12a3e517ed2,SP,6,5
6efcd938092fe73904610b4bd39b2e7f,SP,6,5
21c71f62d2554e1ad6c8ba9dc7af2c62,SP,13,5
93a21c10557cc1b1ecfe2c3a808c648a,SP,6,5
38c4ae942b818085578157aabd4abf9e,RJ,10,4
507240e305d631056d7ced5d5ab0eb9a,SP,7,4
7156f3e0b94405abcbad1a8c94557338,SP,12,4
def622b4b003c4749c889dd9a0b43eca,SP,13,5
434d3eec8dd031c322077fb2452e53a0,SP,1,5
3ef7c7b43ae449415675a6c34720b78e,SP,9,4
4d95703047b8a80cf5796b7478900ec7,SP,6,5
955e2b622db1a1f4031ef035ce9a861f,SP,6,5
fd9b8ed51e5ffedf7a56bea36cc5b6f9,SP,19,5
bb4f0c21ae6014e40ef007ff6fbcbeb9,SP,16,5
d86359a45e3f6c6d8b35f7b13e41abf5,SP,9,5
2d5cdc856665603f1580e3586bde89a5,SP,6,5
b06112f703115e6d92f3baf4e2458a5a,RJ,6,5
45ac1d4b219993bf334080eac1585166,RJ,7,5
51fc12a7908ea200b269a6ecfb3e7740,SP,12,4
c228d309379c3ae545cc6ca2d5aae1b2,SP,3,5
c10ff28c81d0b9bd2a265bb0836c8b0c,SP,4,4
638f79643fd5681c6e6c6ef1f1ab700d,RJ,17,5
a094215e786240fcfefb83d18036a1cd,SP,10,5
fb9b2930f4a30f96c7cc98eaaa85e5f0,SP,22,1
f11b36b3bc7bacf06deef862ed611f02,SP,7,4
2c3a5e5f5bc3ae78ed5748461e62d47d,SP,14,5
6f954a919130aa1e8def4ed1b9fca432,SP,4,5
56bd45163229b35ca0ab490c1e3d3233,SP,13,5
28fa410eec232354726af94904c6fa9b,SP,19,5
f93af565de05d2427790ad8d0368a80e,SP,2,5
7107c5823a581db0314f8f0fa95f61e7,SP,23,5
6d231a099f98f5a590ad78db56ae82f1,SP,4,4
4bb6e6f5af26e1f5951d934386615406,RJ,11,5
879195f2460f97ab2f3bf119f2e8638b,SP,20,5
884cb4ce4a06390d35206de06f785d13,SP,1,4
8e9e2a5d159d5718b34b926a34a0498f,SP,5,5
c0aa0e99afe6f6dac845326a854690fd,SP,14,3
d9cfa4b0f995deb2fa9758d5534e1d13,RJ,6,3
c26b94aa87e95d1c1eb1b592f43eb223,SP,11,5
06ae7271902bbb087fc093137fee6e81,RJ,31,5
8373f5d7df6d9249999fd38f8513e6d7,SP,11,4
4570fa83dbb31a563e06db0a554b951e,SP,13,5
04040ee654b248cdc512a68ecc83e4cc,SP,1,4
bd2623f3663c5daa3f89e6b527fd49da,SP,6,5
bd3e89bd89fac4760b244047d795e2fe,SP,4,5
82daed31f80350ce51f518369a8d181c,SP,2,5
ae17bb94dfb3eaf396cd393eace1de80,SP,17,3
6379750dac6a8a1e11378e34278ae8df,SP,8,5
7ac1f3de2cdc809de6aa1e6719451f53,SP,7,5
aa466a92af916f9f68e56fce7d3a21b1,RJ,8,4
dc400373e624e9b0435847a79813c658,SP,5,5
09d3f9f1be63c067456cc619076685a1,SP,6,4
7d2286ec219f58023352077d938dee48,SP,2,5
ec1fc57b72a7bbe5b32f9c606510db76,SP,16,5
75f433fd5ff62807235cb08b520c3c49,SP,10,5
bbd64b019b5ea3ed83a114cc665328ff,SP,2,5
74c951ce0835b2741d3014321ae9c480,SP,2,5
b75b4f6e7c5fe3fa05707992a88d9d38,SP,8,5
6f841dde94727854eaff3f66432c80ea,RJ,24,4
a7076e7aba13de8b66d95a55811290ed,SP,7,4
66f6b3a33b0339acbf55dd71977c4293,RJ,17,5
2babe10ce6bcb68b1e3bd35e24424466,SP,5,4
ac64f79a33bfa575fc5a17e7926df3d5,SP,3,3
727412faf7aef5ef3c7e0f03350d80c7,RJ,19,5
3faf126d8a3b0684272791cd3c6cf3fe,SP,10,5
0b0f3c7a9bcb6ad1fccab28f9240da6f,SP,2,4
65f78a0e1f8b80c4f6d8d5c6073b8601,SP,6,5
0c228d925a49aa5e3b35febb948f4f72,RJ,6,5
6cc4eb51469dec50a6130fe1cd07b7f9,SP,11,5
4709741e829775567b92abc42437b461,SP,11,5
c2d07d9078b700b9198a126183867c16,SP,6,5
cf0ac4e12ad66c28302fc103670222fa,SP,2,5
32bda40452bf0485c310bca24eb53886,SP,9,4
b335cf4d393acc627b82e83b3b3711fe,SP,9,5
59d34e1064930d037d30041b73683aa7,SP,6,5
6f6665c1d76e55561978ccb45bdcafc6,RJ,7,3
db5fdbee9ab29d55f24c329246e6fe51,RJ,9,1
141ad0192cfa16174e4fd0a1a7e7ba4a,SP,1,5
e5d931ebd7214cd492fff71fb6a2aeff,RJ,9,5
7842147864c0425541edd55923f3c0f1,RJ,18,5
6b7c5703bdc03335b37020877a06625e,SP,9,4
ed01ce003df13cab401ba2ff57ea2542,SP,7,4
f09942b1e1419e69f7509158f2a9c1d6,SP,7,5
d10090be5f75fb89b6817469f0ce1a30,RJ,5,5
4f7e398a1ddb1c349465b42b6865c60b,SP,10,1
38c1e3d4ed6a13cd0cf612d4c09766e9,SP,0,5
b0ff8ff92f8d916fa2e8005cd8e1a135,SP,5,4
bb27f9e70d5cdc66d0c616aee3dbb387,SP,17,5
b60b53ad0bb7dacacf2989fe27ad567a,SP,12,3
db0d194c127a36909de3bda3edad30bc,SP,10,1
884b1394fc8888e6a877df86eb19e74c,SP,9,5
da8be3bb62e9bf01e2e1a3bfd74ebd1a,RJ,31,1
dcbd516c0f39081a5e542ef76bbc3fe4,RJ,10,5
6de3383be650cfe96aed26171ad65c47,SP,9,1
21f4a37ec131158f1615d0f186f190af,SP,19,1
c186ebe3937470a2f562a2dc0bc74dd7,SP,7,5
56a4ac10a4a8f2ba7693523bb439eede,SP,5,5
d62387acb3914789e712406e9882e549,RJ,5,4
b693d6c35867fa1937455e04f2547df2,RJ,5,5
8efc076145638bcd5298053ddde6ff0c,SP,2,5
35b7d83c8629ba8d0f718d9d293cf436,RJ,5,3
0bc4a984d79279c843421830f595273c,SP,7,5
0ac645ddb846d1373321decb39c9956f,SP,4,4
5c1f2bd7eff419c165428371164d750c,SP,10,5
5a00ef28abf9645038a7d37c1639d2c2,RJ,14,4
bba5aa837be7e597e91c6ddedf604cd8,SP,13,5
72144791fc7fd8048eafc90d7f82ba54,RJ,10,5
664c5e57eb8479a79caeb79fc79699ca,RJ,13,5
b3fb87dd5ffb58351fd40c4f9fe03cdf,SP,5,5
86f408a9212aebbcddb41c1e8c65ebe0,SP,4,4
f30607daae66843552e00843c6de88ef,RJ,49,1
b34523b3a1e3a1ad856985080738c879,SP,15,5
e5a7c745f93cb381d78042cdef65b05b,SP,4,5
580c882a5805c78546ea65ec6d3690e4,RJ,28,1
8adafb3466daa5395694d3a906ff9d40,SP,19,3
66cf92fc3ec94fbafc4edd77e0814818,SP,11,5
eb270c4cbf3671961f3883e8b888571b,RJ,16,3
ec3d63b91b19bedcbe453ea0df14dd50,SP,3,5
6e09e14cbfbf46215f17805edfb79aae,RJ,11,5
b1b5b604a5e207c764779ffb50527018,SP,13,5
c3fd670b03599718895218d479f660b6,RJ,14,3
267e5fff0e80197e6553c5596ed81dbd,SP,5,5
5a630e3d4aeb6fca86404481eb19cfe7,SP,13,5
dcb4a1d21593a108db61f12a4b3d61db,RJ,5,2
32e4fa9bb468884309b58b9348de70c3,SP,2,3
813f8916cd12b887b0fa271f3263a4d3,SP,25,3
4df92d82d79c3b52c7138679fa9b07fc,SP,3,5
142ac5357e541e5881d26fc5eb5f3754,SP,8,3
9d48a2dfef2e0cb6155f816b9bf8489c,SP,6,5
e811880120e802367a37c73fdbc0a7a2,SP,17,5
d4ab8a264235be36f72a07621046d082,RJ,11,4
b417d44c131fe6470b3226c7b59f6a8f,SP,6,5
f049e19134a95d09c806851a5ea1872e,SP,13,5
e5d48f5d3719ee190629a850e362dc57,SP,8,4
a0411a1811cf1c3c1312372cb0495c6f,SP,6,5
b3206cf64b7cd1480a6c6f9912b20666,SP,5,2
33209e0f87b2ed543a0876812c9c5c40,SP,2,3
ea337f88a8c5cab4e99da87460f1b99e,SP,10,4
c3664571c21d82f7d8ada5770af419f9,SP,13,4
9d513821c0477231fc7c1bfd684d13d8,SP,28,5
39a0eaa2a980c810beaf68d76e52fa96,SP,7,4
cf3d593f97ce4a58adbd6b488579fa36,SP,3,5
65d7e9625cc211f641191203e231ac24,RJ,11,5
ad2b0f4fd912cd3c834e5976c46b75b7,SP,6,3
c432ba5b3bb83966c1b66696c395a2fb,RJ,4,5
769cad60df1d40dccfd5ec163be24654,SP,22,4
40ef667b4259d5f521a0fd1a093d0415,SP,1,4
7f97f025c45cac922275120fdee4e062,SP,10,5
18d686f1bb1270182c646fe337459d79,SP,24,1
93b82c635931ca55e5d20e0d095507ce,SP,12,5
c5e754f77f6f127371e929ccb707fce3,SP,12,4
0f8532e6a9c1e86b215fda5c13f37fad,SP,15,4
4fe2fd5509bca02cbd39aa5b3eeb2a8f,SP,2,5
b65067f5a1e9e4aea30dae0dc505119b,SP,3,4
31426d292a5d34315a18ac11d6eef7eb,SP,3,5
2ed75ffbf396fcdc6341f17d1a16ef5d,SP,2,5
c0e59bb74c6b71dbd39b3073120e957d,SP,5,5
64a9f2b487f66506d463ca18152280e8,SP,6,1
6d46f8b7f485ad93146f9880682d4eb2,SP,9,5
cd0019d8419b82109ff269d8b4e18791,SP,17,5
fa859e78da068661b096bfb4466ded18,SP,9,5
7753606fb1d0067848f8a1a7ae5abefa,SP,21,4
df8e5e994bcc820fcf403f9a875201e6,SP,5,5
3480c6733692db0895d7f240dc18d9d6,SP,3,5
b028c30dc8af213ae4c26a64446211db,SP,7,5
b3ceb7d2c66651bd0f6531ffba8745fb,RJ,12,4
c4cffa375b754170e9823a1fe9ac75bb,SP,6,5
cfa4fa27b417971e86d8127cb688712f,SP,12,3
3ad68235680db3c8a491e0362402fd96,SP,6,5
bcdbb3b243d4e882503b919785e2343f,SP,7,1
3acf8c12de0c5a31ce57671e97cb48a1,SP,5,4
112f6cd3047e7f158607233e26206398,SP,9,5
598cd40a798aa27cded050fe918ffbe7,SP,6,4
4c460fdf49b517270b6258ba2d3c1ef9,SP,1,5
18bf036204cea32b152a8e2a2f2bab40,SP,7,5
ec07555943e04d757937a8bea3a75ed7,RJ,11,3
825c221a4e981f278e9c5ec6ead83a3f,SP,10,5
6699d7eb202a80ad0dd024134fe5ed60,RJ,9,5
c046779e1ef14c11e325b9b9a46d610d,SP,4,3
4b81496f1e0fd587a7394ba1e1b8aebb,SP,9,4
b3e2b81932a8bc32dfffd128937c3c5e,SP,5,5
ac71263052acddd3b2031b5937f8fc30,SP,9,3
6d710101fb9f067dd5385ea1b6021946,SP,13,5
d5af7f6e2db2c527fe19decfc2d37a83,SP,4,3
ed3b269b4badaf0126050c9d4f7b854c,SP,10,5
6ac882284d5fcde113962e178ba0edbb,SP,13,1
3783e0b4f1ef0985e0d9aca4629f756b,SP,3,5
1b5bd1070a7857f30e0856e204f30f25,RJ,24,5
68a001baa8dbd45ba5096b470f57a498,SP,11,5
bb90b02637daa6d6ea968529eed50699,SP,13,4
186d50e82bb60fc547f3dbf7aa6f6f8a,SP,8,3
2042abeefae68e63a8aa30edd4b0eb48,SP,3,5
f9c8a2771f663e15460ae6ba93205354,SP,5,3
31b157fa9491800710e3feeb482ccee9,SP,1,5
315ab79b5d15b5e9304d729579d36a42,SP,5,5
b92fa055c4f004d4ae52eccce4efbe5f,SP,11,3
b9afddbdcfadc9a87b41a83271c3e888,RJ,8,5
98cc17e56c367cbbe628aca0bbf9f08e,RJ,15,4
ea12bd9ee4b9a167ce287004482769e1,SP,4,5
7958d9e7f3083099780539e0054d0c54,SP,6,3
ba863950726dd067d21b2262ab48df78,SP,5,5
c514dba8d0ed614c6a397d2f0f3fe202,SP,6,5
b7ed5b357d48b6c8f588c5cf0d7ddf5d,RJ,37,1
05ae7d6bd78e2a61f4c0076a9d690aa8,SP,5,5
1a08b06cb8b9b557453b70b83fdc69cb,SP,12,5
c3716204ec5bc2bc5593bee858279148,SP,5,1
bac5dc94cc5dbf0810f1919c2aac13cd,SP,5,5
01835ef41c5ac66dd9ec6084fa1d0533,RJ,12,1
26e7beff0239dc6ed3a8f2bb5972911c,SP,7,5
e995d128a5a5bd59d704a736c4a75fd5,SP,10,5
d92d62eadcca8fd6509c4d0afad5b2c2,SP,3,1
22bd668810988f93e2c335459e72a312,SP,1,5
9a886ac42ca6eb5571fbdd1bdd8be02e,SP,4,5
0ab63e307694f40a88a0ecd358c0939d,SP,9,5
fc66798245e4d173bcc7eb36eb72a278,SP,10,5
d0d828105d7a6106d4b6cfd55607c278,SP,2,5
d0d85933667e8a90939ca37947942b62,SP,7,4
41de3b8bbb80e2cc80c8d446a752d2fb,SP,7,4
be82da060fda4b85c7fe6ea6512f67e8,SP,12,5
14676aebeb151a1fa4f20e8fc3544621,RJ,20,5
5f69f6bf68dce110479aa0bb515b47c8,SP,4,5
2978901accabf6eef42711d8133a62f1,SP,5,5
0bb0dd89956cc5f44ff556c2189e7160,SP,13,5
e2676f5f513bf595fcbd506999db7c26,SP,11,4
376a342d70faa7a733b871acc701def8,RJ,39,1
acbe07f22f29ad7e5a78f30008cc6ec7,SP,11,5
acbe07f22f29ad7e5a78f30008cc6ec7,SP,11,5
07fbc4f433fc8754c492bc6dfb0b1c52,RJ,20,4
6f36c999f8ef8d1a3a999079a5b637aa,SP,27,1
cc66dee6fbc18bb79903c3a2cc14ff52,SP,8,5
446e20f85f1b9cf552376d6f31c983b2,SP,11,4
6ccac061be472c84db514aca9acd26e0,SP,3,4
4a5cc9b4e332e03d76bf553a7f2fa5d3,RJ,18,3
555e4d40fb6beea866d46eb6a5a01b41,SP,2,3
191a0013ee3ec32e27da5f85cf028081,RJ,6,3
1b00c4d80c81cdbc36487c96c6e92f07,RJ,8,5
eb1873ec4d6a2af1c0626a7d08bd9c09,SP,7,5
cf771efcb04c578f9d3619f2632d8333,SP,11,5
d3c64cf55752f7821e85e7ea9b9b3f30,SP,13,5
3d34d8e3ea34d73617a75deea86ced48,SP,19,5
de81104d0d1d1a5d4dd09e89a7ea4cd1,RJ,10,4
2d9ea2efa410b1efd6bbd47d126819b6,RJ,9,5
9f2ff91a3b8c4c34b7847c9c68971cfd,SP,4,5
794f771a39b24c7c47aa9eb198f066ed,SP,8,3
75d4b0b71e66d09b6070bd54c61e20fd,SP,3,4
afe207b8795179c5b29bc4c2f0052178,SP,7,5
ac2b7c522d811acba0aa270ed3e112e4,SP,8,1
1b99333d39cf95f48be3864b2e1e88b3,SP,4,5
d5211af24819d319c02a285e7bb51750,SP,5,4
db6a3a98e587a2b75215bf8f467d43ec,RJ,27,4
477ee3f21cb7374ecfa12433c30f53f5,SP,5,4
15d086bbbae9b9e4b50c916c919479ed,SP,12,4
0daf1f0e67b534ad873ba61c5d6ad7d3,RJ,14,5
234c056c50619f48da64f731c48242b4,SP,18,1
bb2dfe6031f35f7abc9a3c7dad5e4467,SP,7,3
4380bb6c7d8375926bbea2c8b514dc8c,RJ,16,4
169f6274660e528484fd239aa7d27097,SP,6,5
bfafa269a969ef03e5db5dc7d7a72471,SP,4,5
a890088df39d4c062a07081527034784,SP,5,2
476984a30a6929077bedabbefc98ce38,SP,6,4
48b7d84507eb52608a007fde9d641daa,SP,3,4
cdbe906438125d1d5bf88bb289f8ed61,SP,4,4
e9280658289b5c5215dcc3b7183c0541,RJ,10,5
50fe82ce977520094518dd8618d7331a,SP,3,4
d3ca7b82c922817b06e5ca21165c5ea2,SP,0,4
0d5cbb8e4c1c7a7fc26899126197a6b9,SP,8,4
c1f0e475378c6500b5907a2134bda1da,RJ,8,1
7d219bd2feeb13ad311a00db33c06a3c,SP,4,5
c9c52a849ead8fc8b85d828ae740ec78,RJ,11,5
3ec275bc012162de739c7ab6dcf11677,SP,5,4
3c333445207b077f35c9e81a7e7c7273,SP,12,5
58b198357d2b68044f885a370a585ff3,SP,24,1
f3c916d220c67cd493a09b5bb17bfc23,SP,5,1
ccd7d6d23c5d29de6367dd5332aab16d,SP,2,5
49e76d6a1b1f9ff4d04f85b2304ad378,RJ,5,4
ed24759a0ae96582e88fdca0c0997d22,SP,30,3
27a78fdbe7b915a0596af3a5803a41cb,SP,3,5
d118d545516947d2d82fda28e9d631af,SP,9,1
1d5b194c01e762aa59a47ae8dca7199f,SP,9,5
7209ce21354cff1e1957b42ea0a76cd1,SP,6,5
0132451f29a10b66a5cf1bacc85f9afe,RJ,9,5
bd5c9d506fee7419ee3c669d0123a067,SP,3,5
1f69e4870ffb8313df2fef3df0af2718,SP,7,4
a236ae70310b60403c3adac81f96d5e6,SP,20,5
fbbd2907c49e21c3c105257b12772380,SP,8,5
c0e6116a3c6c2d732ec1b43bb7b5f307,SP,5,5
fe91d55ea129eb6d5a2d5fc82bcacbd0,SP,8,5
fdbd371c335ecb94ccb8a65c37d8ebba,SP,16,3
c4d5588c1ee36814fc302422334e67f5,SP,9,5
4ef04edb491b8cc23eabe782ced6715c,SP,12,4
af500adf58ab55b8bdd27be8cf81aeba,RJ,17,5
965c963c874eedc47cd261cbe057121b,RJ,10,5
305b0101ce8f8fd2d7b32f7480340018,SP,15,5
c5d58ec8e7e7184d9a9d42b75ffa002d,SP,7,5
06bafdd8b6d0b5befb44337a7674a1ec,SP,11,3
df82ea7ca7f0f799161e0fd92c3ab96a,RJ,4,3
bd3f8b3f4ff1469c0709218f7fde9fe8,SP,16,4
b23b43e19386862a7c0aaa27c80e782f,SP,5,5
5f674c43ef69fe052df34f1519f7bc12,SP,14,5
7d7b903bbd7d3b762ad60115c30185f2,SP,6,4
90855e99e15fa22aff68cdb4323b27c9,RJ,7,1
f3c95cc4d7074e5b709ac1a9c10dea1c,SP,7,3
75d1b089800a77f3c4b653e297632423,RJ,7,3
6d60cc495dfb5a5851f56f188c4e4059,SP,21,5
746347ecc5cc9cb88a346545608fb635,SP,8,5
6051e6d3da9a50b7325cbe9c81025062,SP,1,5
f9ca536e1ef897f153c183d72ba141bb,SP,13,1
4f38a875c972c4803a792f62b999b4cd,SP,10,5
3bbbeac55063ea854a8b5d32a2cbf8b0,SP,6,5
1d767ef13195f2cb3337b6b077e1f752,RJ,7,5
7ab9c55c59eaeea579d047e2d8aaed81,SP,9,5
8e96f3e6633f7601ec50f3a904c3a3a2,SP,9,5
d8917c684fbf577ca5d76423b29f29da,SP,5,3
f312113915f8f85b447cbbb41a3bda73,SP,6,5
263ba12390d0fbce329dd16da8cd20f8,SP,2,4
ddb0d201c7d2c8ce0e966d98128d16e9,SP,4,5
1446390485bfa8ea593dbd273d725218,SP,7,5
351126ee473c51592cb591efea295181,SP,6,5
3d4359c9a8031f632995e7923608dd4d,SP,4,4
cc06813c8d9909633f390ed9b5df999f,RJ,33,1
9a40a61b2f04271f655c7423a3fb82a7,RJ,13,4
14986dd5b5dc6b4203bda6666311e4d0,RJ,2,5
338d39656f66d84fdf7b2d9b578121bf,SP,21,3
db2351cb5d7dbd5c45ac607d32f2cb9b,SP,4,5
a678d97aa95d0393384c211a82455e50,SP,10,5
53239db74c7835641f106ef90b3d0100,SP,7,5
9855054362f487c4f25172bd0b8a44cf,SP,7,4
95bf775f5db872acb7ac9cf5cdbbc292,SP,7,5
563404de47cdc6763e7eced487016b66,SP,7,5
a69bb719ee2c8b4a25bf1a1a5f3ae686,SP,1,5
00bdcdda88e6b02977fc6ce3d412c600,RJ,6,5
bb2e64c3040ceb9b7ca2bfc602adca08,SP,4,5
895e066de0072faddf0044db8e490353,RJ,13,5
3dddd02cc38fbaa0a544a1e928aee40e,SP,14,5
96f182413ae321e91ee91f3e422c6416,RJ,12,4
eba18dfa91e31cf748f9f52b779f9ae8,SP,6,5
5f071a8534fb6805fa6ec902f04219e4,RJ,4,2
a41753c6a1d8accb89732e36243432d7,SP,7,4
1ac605c3c8e2ee53279c7b0bd52c6aec,SP,29,1
675bc8cd15e6b9225582b9161288670f,SP,2,1
cfb361b2049fa0ddeb6ca3959fa0767d,SP,1,5
b26eb89dfb4e2d970274ef0c668fd43a,SP,5,5
61898b3ad4d51459e014bc6d4c2e7166,SP,5,5
f76b895a9902ad634abed7eec3211a10,RJ,18,5
84398110dbaecfbc9ef3dc592c6b189b,SP,3,4
16e62e9da7d33d61b6f26ccf68bc962c,SP,19,5
80b0f4fc350532f6e0ce9aa81ccde91c,SP,35,1
6a4b06a2b62d1f2c69cf1f7a4eae074a,RJ,5,5
f2e97c3464ad5fb53d6be7afcd0e3eaa,SP,9,5
045c9852284420b9c02d156436e1481c,SP,6,5
3bb580c88504df63102b61f70164fb75,SP,12,5
4edca0186e467f58fe99ab648f604ce8,RJ,39,5
d16d35b47ec2d842e3846a4c7f4586d0,RJ,6,5
54912035e047f9834df97cdfef0d2768,SP,3,4
